Sample,pondID,year,long,lat,SC,Nonindependent,WildSequenced,Species,AxCF1Hybrid,Continent,country
April_2017_DOil_2,DOil,2017,-2.09183,50.64321,OO,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
April_2017_DOil_3,DOil,2017,-2.09183,50.64321,OO,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
April_2017_DOil_5,DOil,2017,-2.09183,50.64321,OO,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
April_2017_DOil_7,DOil,2017,-2.09183,50.64321,OO,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
April_2017_Dramp_10,DRamp,2017,-2.09011,50.64312,V,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
April_2017_Dramp_14,DRamp,2017,-2.09011,50.64312,V,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
April_2017_Dramp_17,DRamp,2017,-2.09011,50.64312,OO,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
April_2017_Dramp_6,DRamp,2017,-2.09011,50.64312,V,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
April_2017_Dramp_9,DRamp,2017,-2.09011,50.64312,OO,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
December17_2018_D8_1,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_41,D10,2016,-2.206421,50.709379,OO,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_45,D10,2016,-2.206421,50.709379,AF,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_46,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_49,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_50,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_57,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_62,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_63,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_67,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_70,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_74,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_76,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_79,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_81,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_84,D10,2016,-2.206421,50.709379,AF,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_85,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A12,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A13,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A14,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A20,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A21,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A4,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A6,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A7,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Fall_2016_D10_A9,D10,2016,-2.206421,50.709379,D,0,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Lab_2019_D8_222Male,D8,2017,-2.091652,50.64256,C,1,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
Lab_2019_D8_349Male,D8,2017,-2.091652,50.64256,A,1,0,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE1,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE10,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE11,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE12,D8,2019,-2.091652,50.64256,AG,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE13,D8,2019,-2.091652,50.64256,AG,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE14,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE15,D8,2019,-2.091652,50.64256,AH,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE16,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE17,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE19,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE2,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE20,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE21,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE3,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE4,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE5,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE6,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE7,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE8,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_D8_MomPE9,D8,2019,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE10,DBunk,2019,-2.09237,50.64259,AI,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE11,DBunk,2019,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE12,DBunk,2019,-2.09237,50.64259,AJ,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE13,DBunk,2019,-2.09237,50.64259,Z,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE14,DBunk,2019,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE15,DBunk,2019,-2.09237,50.64259,AA,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE16,DBunk,2019,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE17,DBunk,2019,-2.09237,50.64259,Z,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE18,DBunk,2019,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE19,DBunk,2019,-2.09237,50.64259,AA,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE2,DBunk,2019,-2.09237,50.64259,AJ,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE3,DBunk,2019,-2.09237,50.64259,AI,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE4,DBunk,2019,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE5,DBunk,2019,-2.09237,50.64259,AA,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE6,DBunk,2019,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE7,DBunk,2019,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE8,DBunk,2019,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DBunk_MomPE9,DBunk,2019,-2.09237,50.64259,Z,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE1,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE10,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE11,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE12,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE13,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE14,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE15,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE16,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE17,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE18,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE19,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE2,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE20,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE3,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE4,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE5,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE6,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE7,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE8,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March15_2019_DCat_MomPE9,DCat,2019,-2.09121,50.64245,B,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_1,D8,2018,-2.091652,50.64256,A,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_10,D8,2018,-2.091652,50.64256,A,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_11,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_12,D8,2018,-2.091652,50.64256,T,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_13,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_14,D8,2018,-2.091652,50.64256,S,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_15,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_16,D8,2018,-2.091652,50.64256,AK,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_17,D8,2018,-2.091652,50.64256,U,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_18,D8,2018,-2.091652,50.64256,AC,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_2,D8,2018,-2.091652,50.64256,Q,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_20,D8,2018,-2.091652,50.64256,A,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_21,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_22,D8,2018,-2.091652,50.64256,T,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_23,D8,2018,-2.091652,50.64256,AL,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_24,D8,2018,-2.091652,50.64256,A,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_25,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_26,D8,2018,-2.091652,50.64256,AR,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_27,D8,2018,-2.091652,50.64256,O,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_28,D8,2018,-2.091652,50.64256,Q,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_29,D8,2018,-2.091652,50.64256,S,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_3,D8,2018,-2.091652,50.64256,AL,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_30,D8,2018,-2.091652,50.64256,X,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_31,D8,2018,-2.091652,50.64256,T,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_32,D8,2018,-2.091652,50.64256,A,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_33,D8,2018,-2.091652,50.64256,AK,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_34,D8,2018,-2.091652,50.64256,O,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_35,D8,2018,-2.091652,50.64256,S,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_36,D8,2018,-2.091652,50.64256,X,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_37,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_38,D8,2018,-2.091652,50.64256,AM,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_39,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_4,D8,2018,-2.091652,50.64256,Q,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_40,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_41,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_43,D8,2018,-2.091652,50.64256,A,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_44,D8,2018,-2.091652,50.64256,O,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_45,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_46,D8,2018,-2.091652,50.64256,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_5,D8,2018,-2.091652,50.64256,OO,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_6,D8,2018,-2.091652,50.64256,A,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_7,D8,2018,-2.091652,50.64256,S,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_8,D8,2018,-2.091652,50.64256,AM,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_9,D8,2018,-2.091652,50.64256,S,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_Male1,D8,2018,-2.091652,50.64256,O,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_D8_Male3,D8,2018,-2.091652,50.64256,O,0,1,Daphnia pulex,1,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_1,DBunk,2018,-2.09237,50.64259,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_11,DBunk,2018,-2.09237,50.64259,I,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_12,DBunk,2018,-2.09237,50.64259,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_13,DBunk,2018,-2.09237,50.64259,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_14,DBunk,2018,-2.09237,50.64259,I,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_15,DBunk,2018,-2.09237,50.64259,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_16,DBunk,2018,-2.09237,50.64259,I,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_17,DBunk,2018,-2.09237,50.64259,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_19,DBunk,2018,-2.09237,50.64259,I,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_2,DBunk,2018,-2.09237,50.64259,N,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_20,DBunk,2018,-2.09237,50.64259,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_24,DBunk,2018,-2.09237,50.64259,AN,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_25,DBunk,2018,-2.09237,50.64259,AN,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_27,DBunk,2018,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_28,DBunk,2018,-2.09237,50.64259,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_29,DBunk,2018,-2.09237,50.64259,I,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_3,DBunk,2018,-2.09237,50.64259,OO,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_30,DBunk,2018,-2.09237,50.64259,J,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_31,DBunk,2018,-2.09237,50.64259,N,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_32,DBunk,2018,-2.09237,50.64259,I,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_33,DBunk,2018,-2.09237,50.64259,I,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
March20_2018_DBunk_34,DBunk,2018,-2.09237,50.64259,N,0,1,Daphnia pulex,0,Europe,Daphnia.pulex.Europe.GBR
